namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",ffd22ffa-c495-4cb1-bd7e-91fca351c1f1,T1.Q2,Does the experience/knowledge/position of the quoted source qualify them to speak or write such claims?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",8,dcd60eae-4f3c-4694-960c-d373b52f016b,T1.Q2.A8,Their experience/knowledge/position DISQUALIFIES them from making such claims,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",6a024a00-4f7a-4de4-9c6b-bf0711bb1241,T1.Q3,"Is the quoted (or paraphrased) source identified, or is their name not provided?",RADIO,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",2,0c6cfcb0-51be-4afd-9deb-80c645cc8500,T1.Q3.A1,"Yes, the source is identified by name.",,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",6a024a00-4f7a-4de4-9c6b-bf0711bb1241,T1.Q3,"Is the quoted (or paraphrased) source identified, or is their name not provided?",RADIO,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",2,9509687d-a1fd-476e-b079-b49ed9839759,T1.Q3.A2,"No, the source is not identified.",T1.Q4,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",316a8872-377d-4d85-9042-c82c009bf7f1,T1.Q4,Has the article's author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,0136b0a5-0ff8-40ba-87e9-02095f9cad3a,T1.Q4.A1,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",316a8872-377d-4d85-9042-c82c009bf7f1,T1.Q4,Has the article's author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,581b5dff-4582-4287-a6f8-02f2a01b5735,T1.Q4.A2,To protect national security,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",316a8872-377d-4d85-9042-c82c009bf7f1,T1.Q4,Has the article's author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,93405814-9655-4995-94c8-4045e654cb74,T1.Q4.A3,To protect an ongoing investigation/inquiry,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",316a8872-377d-4d85-9042-c82c009bf7f1,T1.Q4,Has the article's author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,c35b3e6f-eb93-40b5-8833-d51c62381906,T1.Q4.A4,To protect the privacy of victims,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",316a8872-377d-4d85-9042-c82c009bf7f1,T1.Q4,Has the article's author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,9d46eec5-372d-47e8-85b0-908aa912f714,T1.Q4.A5,To protect the privacy of family members,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",316a8872-377d-4d85-9042-c82c009bf7f1,T1.Q4,Has the article's author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,a63b4f96-2052-4533-a9b5-0a0ca9020263,T1.Q4.A6,So the source can speak freely or candidly,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",316a8872-377d-4d85-9042-c82c009bf7f1,T1.Q4,Has the article's author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,42d02e0a-1178-468b-82c6-ebd6a7e03f1b,T1.Q4.A7,Because the source is not supposed to be speaking to reporters,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",316a8872-377d-4d85-9042-c82c009bf7f1,T1.Q4,Has the article's author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,7c00a7a5-b1b9-489b-bdf0-e3984b0e7823,T1.Q4.A8,Because the source is a whistleblower,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",316a8872-377d-4d85-9042-c82c009bf7f1,T1.Q4,Has the article's author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,b7b72570-14b2-41e9-aa96-692291e7ae39,T1.Q4.A9,Other (please highlight),,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0cb2427e-1255-49f4-9a62-bc83536141b0,T1.Q5,Highlight ALL the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,9a3b5c5c-6db7-46ce-89bd-f2b3427ea1b1,T1.Q5.A1,"Honorific (e.g. Mr., Mrs., Dr.)",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0cb2427e-1255-49f4-9a62-bc83536141b0,T1.Q5,Highlight ALL the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,c14cfbf4-9178-4bad-a780-d59cf704a4ac,T1.Q5.A2,"Title, role, or position (e.g. ""Professor"" ""Reverend"" ""Commodore"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0cb2427e-1255-49f4-9a62-bc83536141b0,T1.Q5,Highlight ALL the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,4f58e6b5-084d-4169-bfda-75c64ee708c0,T1.Q5.A3,"First name (e.g. ""Jon"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0cb2427e-1255-49f4-9a62-bc83536141b0,T1.Q5,Highlight ALL the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,7b5fbc89-760a-4a79-abd4-7e2a7b178b68,T1.Q5.A4,Middle name or initial,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0cb2427e-1255-49f4-9a62-bc83536141b0,T1.Q5,Highlight ALL the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,046ea196-fa0f-4ed5-ad7d-9d4190be802c,T1.Q5.A5,"Last name (e.g. ""Snow"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0cb2427e-1255-49f4-9a62-bc83536141b0,T1.Q5,Highlight ALL the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,26871065-d0ad-4b33-8aa2-5d6dde5c21f2,T1.Q5.A6,"Other description of person (e.g. ""Boston's favorite ice cream heiress"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0cb2427e-1255-49f4-9a62-bc83536141b0,T1.Q5,Highlight ALL the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,0fb8b570-3498-4662-999f-266a90cdb5b0,T1.Q5.A7,"Organization (e.g. ""from House Stark"" or ""from the University of Lichfield"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0cb2427e-1255-49f4-9a62-bc83536141b0,T1.Q5,Highlight ALL the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,3e1e5689-91b5-4a17-bf1a-fb2ac7c7870d,T1.Q5.A8,"Description of Organization (i.e. ""a Springfield institution"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0cb2427e-1255-49f4-9a62-bc83536141b0,T1.Q5,Highlight ALL the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,a9e22a1a-082d-4371-9979-a9e3141ca1a7,T1.Q5.A9,"Only a vague description (e.g. ""experts say ..."")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0cb2427e-1255-49f4-9a62-bc83536141b0,T1.Q5,Highlight ALL the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,85d872c6-a24f-4930-b5ce-77a21e40e975,T1.Q5.A10,None of these,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",3228e9c4-c6a1-4d0d-acb0-e316db795b02,T1.Q6,"Using the highlighter options below, indicate which portions of the bolded text are:",CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",2,7ec12d42-9ce5-45a0-9c22-17059884f0c1,T1.Q6.A1,Direct quote,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",3228e9c4-c6a1-4d0d-acb0-e316db795b02,T1.Q6,"Using the highlighter options below, indicate which portions of the bolded text are:",CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",2,de990e39-41ac-4bdb-bd52-19081eeff520,T1.Q6.A2,Paraphrase,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",08af30e4-104c-4c30-b560-3a09375cdd4b,T1.Q7,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,c81e6e22-f15b-4f5f-8787-ac6ccfd6d708,T1.Q7.A1,Spoken directly to the reporter,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",08af30e4-104c-4c30-b560-3a09375cdd4b,T1.Q7,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,ec10daf1-d0a2-46f5-a649-64429d453a1b,T1.Q7.A2,Spoken into a video and/or audio recording device,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",08af30e4-104c-4c30-b560-3a09375cdd4b,T1.Q7,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,790496d5-d38a-4162-b5c8-26a023737faf,T1.Q7.A3,Heard or read by third party,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Sources2021_02_23,79f11c85b3872dd09d15f006ccb5feeb1f9dd5eb0a680f87d344924bb5bb2916,03760ee8-4007-464c-b509-bb3bd4e5500d,Quote Source Relevance,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",08af30e4-104c-4c30-b560-3a09375cdd4b,T1.Q7,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,ac3bdd49-da13-4755-b3b8-32cdae777423,T1.Q7.A4,Issued via press release,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
